# Akram-ut-Tarajum — Urdu OCR ground-truth corpus
# Source: https://www.naqshbandiaowaisiah.org/quran
# Format: surah:ayah<TAB>Urdu
001:001	شروع اللہ کے نام سے جو بڑے مہربان نہایت رحم کرنے والے ہیں -
018:051	ان کو نہ تو آسمانوں اور زمین کے پیدا کرتے وقت بلایا اور نہ خود ان کو پیدا کرتے وقت۔ اور میں ایسا نہ تھا کہ گمراہ کرنے والوں کو اپنا مددگار بناتا۔
018:052	اور جس دن وہ (اللہ)فرمائے گا جن کو تم ہمارا شریک سمجھتے تھے ان کو بلاؤ تو وہ ان کو بلائیں گے پھر وہ ان کو کوئی جواب نہ دیں گے اور ہم ان کے درمیان ایک ہلاکت کی جگہ بنادیں گے۔
018:053	اور تب مجرم آگ کو دیکھیں گے پس وہ جان لیں گے کہ وہ اس میں گرنے والے ہیں اور وہ اس سے بچنے کی کوئی راہ نہ پائیں گے۔
018:054	اور یقیناً ہم نے اس قرآن میں لوگوں کے لئے ہر طرح کی مثال بیان فرمائی ہے اور انسان سب چیزوں سے بڑھ کر جھگڑا کرنے والا ہے۔
018:055	اور لوگوں کے پاس جب ہدایت آگئی تو ان کو ایمان لانے سے اور اپنے پروردگار سے بخشش مانگنے سے کس چیز نے روکا سوائے اس کے کہ (انتظار کریں)انہیں بھی پہلوں جیسا معاملہ پیش آئے یا عذاب ان کے سامنے آموجود ہو۔
018:056	اور ہم پیغمبروں کو صرف اس لئے بھیجتے ہیں کہ (لوگوں کو)خوشخبری سنائیں اور (عذاب سے)ڈرائیں اور جو کافر ہیں وہ باطل (کی سند)سے جھگڑا کرتے ہیں تاکہ اس سے حق کو پھسلا دیں (جگہ سے ہٹا دیں)اور انہوں نے ہماری آیات کو اورجس (عذاب)سے ان کو ڈرایا جاتا ہے کو مذاق بنا رکھا ہے۔
018:057	اور اس سے بڑا ظالم کون ہوگا کہ اسے پروردگار کے کلام سے سمجھایا گیا تو اس نے اس سے منہ پھیر لیا اور جو (اعمال)اپنے ہاتھوں آگے بھیج چکا وہ بھول گیا۔ یقیناً ہم نے ان کے دلوں پر پردے ڈال دیئے ہیں کہ اس (حق)کو سمجھ نہ سکیں اور ان کے کانوں میں بوجھ (کہ سن نہ سکیں)اور اگر آپ ان کو راہ راست کی طرف بلائیں تو ہرگز کبھی بھی راہ راست پر نہ آئیں گے۔
018:058	اور آپ کا پروردگار بخشنے والا رحمت والا ہے۔ اگر ان کے کرتوتوں پر ان کو پکڑنے لگے تو ان پر فوراًعذاب بھیج دے بلکہ ان کے لئے ایک وقت مقررکررکھا ہے کہ اس (کے عذاب)سے ہرگز کوئی پناہ کی جگہ نہ پائیں گے۔
018:059	اور یہ بستیاں ہیں (جو ویران ہیں )جب انہوں نے ظلم کیا تو ہم نے ان (کے باشندوں)کو ہلاک کردیا اور ہم نے ان کی تباہی کے لئے ایک وقت مقرر کیا تھا۔
018:060	اور جب موسیٰ (علیہ السلام)نے اپنے خادم سے فرمایا کہ جب تک میں دو سمندروں کے ملنے کی جگہ پر نہ پہنچ جاؤں میں سفر جاری رکھوں گا یا یونہی زمانہ دراز تک چلتا رہوں گا۔
018:061	پس جب وہ دونوں ان کے ملنے کی جگہ پہنچے تو اپنی مچھلی کو دونوں بھول گئے تو اس (مچھلی )نے سمندر میں سرنگ کی طرح اپنا راستہ بنایا۔
018:062	پس جب دونوں (وہاں سے)آگے بڑھے تو موسیٰ(علیہ السلام نے)اپنے خادم سے فرمایا کہ ہمارے لئے صبح کا کھانا لاؤ بے شک ہم اس سفر سے بہت تھک گئے ہیں۔
018:063	اس نے کہا دیکھئے جب ہم اس پتھر کے قریب ٹھہرے تھے تو بے شک میں مچھلی (کے تذکرہ)کو بھول گیا اور مجھ کو شیطان ہی نے بھلا دیا کہ آپ سے اس کا ذکر کروں اور اس نے عجیب طرح سے (زندہ ہوکر)سمندر میں اپنا راستہ بنالیا۔
018:064	فرمایا یہی تو (وہ مقام )ہے جس کی ہم کو تلاش تھی سو دونوں اپنے پاؤں کے نشانات دیکھتے ہوئے واپس لوٹے۔
018:065	تو (وہاں)انہوں نے ہمارے بندوں میں سے ایک بندے کو پایا جس کو ہم نے اپنی خاص رحمت دی تھی اور ہم نے اس کو اپنے پاس سے علم بخشا تھا۔
018:066	موسیٰ (علیہ السلام)نے ان (خضرؒ)سے کہا کہ کیا میں آپ کے ساتھ رہ سکتا ہوں اگر آپ کوجو علم (اللہ کی طرف سے)سکھایا گیا ہے اس میں سے مجھے بھی بھلائی کی باتیں سکھادیں۔
018:067	انہوں نے کہا یقیناً آپ میرے ساتھ رہ کر ہرگز صبر نہ کرسکیں گے۔
018:068	اور جس بات کی آپ کو خبر ہی نہ ہو اس پرآپ کیسے صبر کرسکتے ہیں۔
018:069	فرمایا اگر اللہ نے چاہا تو آپ مجھے صبر کرنے والا پائیں گے اور میں آپ کے ارشاد کے خلاف نہیں کروں گا۔
018:070	انہوں نے کہا پھر اگر آپ میرے ساتھ رہنا چاہیں تو مجھ سے کوئی بات نہ پوچھیے گا جب تک میں خوداس کا ذکر آپ سے نہ کردوں۔
018:071	تو دونوں چل دیئے یہاں تک کہ جب کشتی میں سوا ر ہوئے تو انہوں (خضرؒ)نے اس(کشتی)میں دراڑ ڈال دی تب انہوں نے فرمایا کہ کیا آپ نے اس (کشتی)میں اس لئے دراڑ ڈال دی تاکہ اس کے سوار غرق ہوجائیں یقیناً آپ نے بڑی عجیب بات کی۔
018:072	انہوں نے کہا کیا میں نے کہا نہیں تھا کہ بے شک آپ میرے ساتھ ہرگز صبر نہ کرسکیں گے۔
018:073	انہوں نے فرمایا یہ مجھ سے بھول ہوئی ہے اس پر گرفت نہ کیجئیے اور میرے معاملے میں مجھ پر مشکل نہ ڈالئے۔
018:074	پھر دونوں چل دیئے یہاں تک کہ وہ (راستے میں )ایک لڑکے سے ملے تو انہوں(خضرؒ)نے اسے قتل کردیا انہوں (موسیٰؑ)نے فرمایا کیا آپ نے ایک بے گناہ شخص کو بغیر قصاص کے (ناحق)قتل کردیا؟یقیناً یہ تو آپ نے بہت بے جا حرکت کی ہے۔
018:075	انہوں(خضرؒ)نے کہا کیا میں آپ سے کہا نہیں تھا کہ یقیناً آپ سے میرے ساتھ ہرگز صبر نہ ہوسکے گا۔
018:076	انہوںموسیٰ (علیہ السلام) نے فرمایا اگر اس کے بعد میں آپ سے کسی چیز کے بارے سوال کروں تو مجھے ساتھ نہ رکھیں بے شک آپ میری طرف سے (عذرکی انتہا)کو پہنچ چکے ہیں ۔
018:077	پھر دونوں چل دیئے یہاں تک کہ جب گاؤں والوں کے پاس پہنچے تو ان لوگوں سے کھانا مانگا پس انہوں نے ان کی میزبانی (کھانا دینے) سے انکار کردیا۔ پھر ان کو وہاں ایک دیوار ملی جو گرا چاہتی تھی تو اس(بزرگ)نے اسے(ہاتھ کے اشارے سے)سیدھا کردیا۔ انہوں (موسیٰ علیہ السلام)نے فرمایا اگر آپ چاہتے تو اس پر کچھ اجرت ہی لے لیتے۔
018:078	انہوں نے فرمایا یہ وقت میرے اور آپ کے درمیان جدائی کاہے۔ جن باتوں پر آپ صبر نہ کرسکے میں جلد ہی آپ کو ان کا بھید بتائے دیتا ہوں۔
018:079	وہ جو کشتی تھی سو غریب لوگوں کی تھی جو دریا میں محنت مزدور ی کرتے تھے تو میں نے چاہا کہ اسے عیب دار کردوں اور ان لوگوں سے آگے (دوسرے کنارے پر)ایک بادشاہ تھا جو ہر کشتی کو زبردستی چھین رہا تھا۔
018:080	اور رہا وہ لڑکا پس اس کے ماں باپ ایمان والے تھے تو ہمیں اندیشہ ہوا کہ (بڑا ہوکر )ان کو سرکشی اور کفر میں نہ ڈال دے۔
018:081	تو ہم نے چاہا کہ ان کے پروردگار ان کو اس کی جگہ اور (بچہ)عطا کرے جو پاکیزگی (یعنی دین)میں اس سے بہتر اور (ماں باپ سے)محبت کرنے میں (اس سے)بڑھ کر ہو۔
018:082	اور رہی وہ دیوار تو وہ شہر میں رہنے والے دو یتیم لڑکوں کی تھی اور اس کے نیچے ان کا خزانہ دفن تھا اور ان کا باپ بہت نیک تھا۔ سوآپ کے پروردگار نے چاہا کہ وہ دونوں اپنی جوانی کو پہنچ جائیں اور اپنا خزانہ نکال لیں۔ آپ کے پروردگار کی مہربانی سے اور میں نے یہ کام اپنی طرف سے نہیں کیے۔ یہ ان باتوں کی حقیقت ہے جن پر آپ صبرنہ کرسکے۔
018:083	اور آپ سے ذوالقرنین کے بارے سوال کرتے ہیں فرما دیجئیے کہ میں ان کا کسی قدر حال تم کو پڑھ کر سناتا ہوں۔
018:084	بے شک ہم نے ان کو زمین پر حکومت بخشی تھی اور ان کو ہر طرح کا سامان عطا فرمایا تھا۔
018:085	تو انہوں نے سفر کا سامان کیا۔
018:086	یہاں تک کہ جب سورج کے غروب ہونے کی جگہ(زمین کی مغربی حد)پرپہنچے تو انہوں نے اس (آفتاب)کو ایک سیاہ رنگ کے پانی میں ڈوبتا ہوا پایا اور اس کے پاس ایک قوم دیکھی ہم نے فرمایا (الہام کرکے)اے ذوالقرنین! تم یا (ان کو)سزا دو اور یا ان کے بارے نرمی کا رویہ اختیار کرو۔
018:087	انہوں نے کہا جو ظلم (دعوت سے انکار) کرے گا تو اسے ہم سزا دیں گے پھر وہ اپنے پروردگار کی طرف لوٹایا جائے گا تو وہ اسے برا عذاب دے گا۔
018:088	اور جو ایمان لے آیا اور نیک کام کیے تو اس کو (آخرت میں بھی)بدلے میں بھلائی ملے گی اور ہم اپنے معاملے میں بھی اس سے نرم بات (مہربانی)کریں گے۔
018:089	پھر ایک اور سامان سفر کیا۔
018:090	یہاں تک کہ جب سورج کے طلوع ہونے پر مقام پر پہنچے (زمین کے دوسرے سرے پر)تو اس(سورج)کو ایسے لوگوں پر طلوع ہوتے پایا جن کے لئے ہم نے اس (سورج)کی طرف سے کوئی اوٹ نہیں بنائی تھی۔
018:091	(حقیقت حال)یوں(تھی)اور جو کچھ اس کے پاس تھا بے شک ہم کو سب کی خبر تھی۔
018:092	پھر ایک اور راہ پرہولئے۔
018:093	یہاں تک کہ جب وہ دو دیواروں (پہاڑوں)کے درمیان پہنچے تو دیکھا کہ ان کے اس طرف کچھ لوگ ہیں جو بات کو سمجھ ہی نہیں سکتے۔
018:094	لوگوں نے عرض کیا اے ذوالقرنین! بے شک یاجوج اور ماجوج زمین میں فساد کرتے رہتے ہیں سو کیا بھلا ہم آپ کے لئے خرچ کا اہتمام کردیں کہ آپ ہمارے اور ان کے درمیان دیوار کھینچ دیں؟۔
018:095	فرمایا خرچ کا جو مقدور ا س سلسلے میں میرے رب نے مجھے بخشا ہے بہت اچھا ہے سو تم مجھے قوت (بازو)سے مدد دو میں تمہارے اور ان کے درمیان ایک مضبوط آڑ بنادوں گا۔
018:096	میرے پاس لوہے کی چادریں لاؤ یہاں تک کہ جب انہوں نے دونوں پہاڑوں کے درمیان (کا حصہ)برابر کردیا فرمایا (اب اسے)دھونکو یہاں تک کہ جب اس کو آگ (کی مانند)کردیا تو فرمایا میرے پاس پگھلا ہوا تانبا لاؤ کہ میں اس پر ڈال دوں۔
018:097	پھر یہ اس پر چڑھ نہ سکیں گے اور نہ اس میں نقب لگا سکیں گے۔
018:098	فرمایا یہ میرے پروردگار کی مہربانی ہے پس جب میرے پروردگار کا وعدہ آ پہنچے گا تو وہ اس کو (گرا کر)ہموار کردے گا اور میرے پروردگار کا وعدہ سچا ہے۔
018:099	اور اس روز ہم ان کو چھوڑ دیں گے کہ ایک دوسرے میں گڈمڈ ہوجائیں اور صور پھونکا جائے گا تو ہم سب کو جمع کرلیں گے۔
018:100	اور اس روز ہم جہنم کو کافروں کے سامنے لائیں گے۔
018:101	جن کی آنکھیں میری یاد سے پردے میں (بند)تھیں اور وہ سننے کی طاقت نہیں رکھتے تھے۔
018:102	کیا کافروں نے یہ سمجھ لیا کہ وہ میرے بندوں کو میرے سوا (اپنا)کار ساز بنائیں گے یقیناً ہم نے کافروںکی دعوت کے لئے دوزخ تیار کررکھی ہے۔
018:103	فرما دیجئیے کہ کیا ہم تمہیں بتائیں کہ جو لوگ اعمال کے اعتبار سے بالکل خسارے میں ہیں۔
