# Akram-ut-Tarajum — complete official Quran translation corpus
# Source: https://www.naqshbandiaowaisiah.org/quran
# Format: surah:ayah<TAB>Urdu<TAB>English
001:001	شروع اللہ کے نام سے جو بڑے مہربان نہایت رحم کرنے والے ہیں -	Beginning with the Name of Allah, Who is Very Kind, Extremely Merciful.
026:008	بلا شبہ اس میں (توحید کی)ایک بڑی دلیل ہے اور ان کے اکثر لوگ ایمان نہیں لاتے۔	Without any doubt there is a great proof in this (of Divine Unity). And most of their people do not believe.
026:009	اور یقیناً آپ کا پروردگار غالب ( اور)مہربان ہے۔	And indeed your Rabb is Supremely Dominant (and) Extremely Merciful.
026:010	اور جب آپ کے پروردگار نے موسیٰ (علیہ السلام)کو فرمایا کہ ظالم لوگوں کے پاس جائیں۔	And when your Rabb commanded Musa (Alaihi as-Salam), ‘Go to the wrongdoing people.’
026:011	(یعنی)قوم فرعون کے پاس ، کیا یہ ڈرتے نہیں ؟۔	(That is) to the people of Fir‘aun. Are they not conscious (of Allah)?’
026:012	انہوں نے عرض کیا اے میرے پروردگار ! بے شک میں ڈرتا ہوں کہ وہ مجھے جھوٹا سمجھیں۔	He submitted, ‘O my Rabb! Without doubt, I fear that they would consider me a liar.
026:013	اور (طبعی طور پر)میرا دل تنگ ہونے لگتا اور میری زبان (اچھی طرح)نہیں چلتی تو اس لئے ہارون (علیہ السلام)کوبھی وحی بھیج دیجئیے۔	And (by nature) my heart begins to constrict and my tongue does not move (smoothly); so, for this, send Revelation to Haroon (Alaihi as-Salam) also.
026:014	اور میرے ذمہ ان لوگوں کا ایک جرم بھی ہے (قبطی کا قتل)تو مجھے اندیشہ ہے کہ وہ مجھے (تبلیغ رسالت سے پہلے ہی)قتل کرڈالیں۔	And there is also a charge (of the murder of a Copt) against me by those people. So I fear that they may kill me (even before my Prophetic preaching).’
026:015	فرمایاہرگز نہیں ! پس آپ دونوں ہماری نشانیاں لے کر جائیں یقیناً ہم آپ کے ساتھ ہیں(سب کچھ)سنتے ہیں۔	He said, ‘Not at all! So, both of you go with Our Signs. Indeed We are with you, Hearing (everything).
026:016	سو دونوں فرعون کے پاس جائیے پھر اس سے کہیے ہم تمام جہانوں کے مالک کے پیغمبر ہیں۔	So go both of you to Fir‘aun, then say to him, ‘We are the Messengers of the Owner of all the worlds.
026:017	( اور اس لئے آئے ہیں)کہ ہمارے ساتھ بنی اسرائیل کو جانے دو۔	(And we have come so) that (you) let the Bani Isra’eel go with us.’
026:018	کہنے لگا کیا ہم نے تم کوبچپن میں پرورش نہیں کیا اور تم نے ہمارے ہاں برسوں عمر بسر نہیں کی۔	He said, ‘Did we not bring you up in childhood, and did you not spend many years of (your) life with us?
026:019	اور تم نے وہ کام کیا جو کیا تھا (یعنی قبطی کا قتل) اور تم ناشکرے ہو۔	And you did the deed that you did (that is, the murder of the Copt), and you are ungrateful.’
026:020	(موسیٰ علیہ السلام نے)فرمایا ہاں وہ حرکت تب مجھ سے ہوئی تھی اور مجھ سے غلطی ہوئی۔	(Musa - Alaihi as-Salam) said, ‘Yes, I committed that act then, and I made a mistake.
026:021	جب مجھے تم سے ڈر ہوا تو میں تم سے بھاگ گیا پھر میرے پروردگار نے مجھے حکمت (نبوت)عطا کی اور مجھے پیغمبروں میں شامل فرمایا۔	So I fled from you when I felt afraid of you, then my Rabb bestowed wisdom (Prophethood) upon me and included me among the Messengers.
026:022	اور کیا یہی احسان ہے جو تم مجھ پر رکھتے ہو کہ تم نے بنی اسرائیل کو غلام بنارکھا ہے۔	And is this the favour you have over me, that you have enslaved the Bani Isra’eel?’
026:023	فرعون نے کہا کہ جہانوں کا پروردگار کیا ہے؟(یعنی اسکی حقیقت کیا؟)۔	Fir‘aun said, ‘What is the Rabb of the worlds (meaning, what is His reality)?’
026:024	انہوں نے فرمایا آسمانوں اور زمین اور جو کچھ ان میں ہے اس کا پروردگار، اگر تم کو یقین کرنا ہوتو۔	He (Alaihi as-Salam) said, ‘The Rabb of the heavens and the earth and whatever is in them, if you want to believe with certainty, that is.’
026:025	اس (فرعون)نے اپنے گرد والوں سے کہا، کیا سنا تم نے؟۔	He (Fir‘aun) said to the people around him, ‘Did you hear that?’
026:026	انہوں نے فرمایا وہ پروردگار(اللہ)ہے تمہارا اور پروردگار ہے تمہارے پہلے باپ دادا کا۔	He (Alaihi as-Salam) said, ‘He (Allah) is your Rabb and is the Rabb of your forefathers.’
026:027	(فرعون)کہنے لگا کہ تمہارا یہ پیغمبر جو تمہاری طرف بھیجا گیا ہے ضرور پاگل ہے۔	Fir‘aun said, ‘This Messenger of yours who has been sent to you is certainly mad.’
026:028	انہوں نے فرمایا مشرق اور مغرب اور جو کچھ ان کے درمیان ہے اس کا پروردگار (اللہ)ہے اگر تم میں عقل ہو تو۔	He (Alaihi as-Salam) said, ‘(Allah) is the Rabb of the east and the west and whatever is between them, if you only had sense.’
026:029	(فرعون جھلا کر)کہنے لگا اگر تم نے میرے علاوہ کسی اور کو معبود بنایا تو میں ضرور تم کو قید میں ڈال دوں گا۔	(Irritated, Fir‘aun) said, ‘I will certainly imprison you if you take anyone other than me as Ilaha.’
026:030	انہوں نے فرمایا خواہ میں تمہارے پاس واضح دلیل (معجزہ)بھی لاؤں۔	He (Alaihi as-Salam) said, ‘Even though I also bring you clear proof (miracle)?’
026:031	تو!کہنے لگا اگر تم سچے ہو تو اس کو لے آؤ۔	Fir‘aun said, ‘Then bring it forth, if you are truthful.’
026:032	پس انہوں نے اپنی لاٹھی ڈالی تو وہ اس وقت بہت بڑا اژدھا بن گئی۔	So he threw his staff, and instantly it became a huge serpent.
026:033	اور اپنا ہاتھ (بغل میں دے کر)نکالا تو اسی دم دیکھنے والوں کے لئے سفید براق ہوگیا (نظر آنے لگا)۔	And drew forth his hand (after putting it in his armpit) and immediately it became (started appearing) brilliant white for the beholders.
026:034	اپنے اردگرد کے سرداروںسے کہنے لگ کہ یقیناً یہ بڑا ماہر فن جادوگر ہے۔	He (Fir‘aun) said to the chiefs around him, ‘Indeed he is an expert magician.
026:035	چاہتا ہے کہ اپنے جادو سے تمہیں تمہارے ملک سے نکال دے سو تمہاری کیا رائے ہے؟۔	He wants to drive you out of your country by his magic, so what is your opinion?’
026:036	انہوں نے کہا کہ ان کو اور ان کے بھائی کو لوٹا دیں اور شہروںمیں بلانے والے بھیج دیں۔	They said, ‘Put him and his brother off, and dispatch the callers to the cities.
026:037	کہ سب ماہر جادوگروں کو آپ کے پاس لے آئیں۔	That they may bring all expert magicians to you.’
026:038	غرض وہ جادوگر ایک مقررہ دن کے خاص وقت پرجمع کیے گئے۔	In short, those magicians were assembled at a set time on an appointed day.
026:039	اور (فرعون کی طرف سے)لوگوں سے بھی کہا گیا کہ تم سب لوگ (بھی)جمع ہوؤگے۔	And the people were also told (on Fir‘aun’s behalf), ‘All of you will (also) assemble.
026:040	تاکہ اگر جادو گر جیت جائیں تو ہم ان کی پیروی کریں (جیسے پہلے کررہے تھے)۔	So that if the magicians win, we may follow them (as we were doing before).’
026:041	پھر جب جادوگر آگئے تو فرعون سے کہنے لگے کہ اگر ہم جیت گئے تو کیا ہم کو کوئی بڑا انعام ملے گا؟۔	Then when the magicians arrived they said to Fir‘aun, ‘Will we receive some great reward if we win?’
026:042	اس نے کہا ہاں اور تب تم (ہمارے)مقرب لوگوں میں شامل ہوجاؤ گے۔	He said, ‘Yes, and then you will be included in the people brought near (to us).’
026:043	موسیٰ (علیہ السلام)نے ان سے فرمایا کہ تم کو جو کچھ ڈالنا ہو (میدان میں )ڈالو۔	Musa (Alaihi as-Salam) said to them, ‘Throw (in the arena) whatever you have to throw.’
026:044	پس انہوں نے اپنی رسیاں اور لاٹھیاں ڈالیں اور کہنے لگے کہ فرعون کے اقبال سے بے شک ہم ہی غالب رہیں گے۔	So they threw their ropes and logs and said, ‘Without doubt, it is we who will prevail, by the majesty of Fir‘aun.’
026:045	پھر موسیٰ (علیہ السلام)نے اپنا عصا ڈالا تو تبھی وہ ان کے بنے بنائے دھندے کو نگلنے لگا۔	Then Musa (Alaihi as-Salam) threw his staff, so it straightaway started swallowing their fabricated works.
026:046	سو جادو گر (یہ دیکھ کر)سجدے میں گر پڑے۔	So (on seeing this) the magicians fell down in prostration.
026:047	کہنے لگے ہم ایمان لائے جہانوں کے پروردگار پر۔	They said, ‘We believe in the Rabb of the worlds.
026:048	جو موسیٰ اور ہارون(علیہم السلام)کا پروردگار ہے۔	Who is the Rabb of Musa (Alaihi as-Salam) and Haroon (Alaihi as-Salam).’
026:049	(فرعون نے)کہا کہ مجھ سے اجازت حاصل کرنے سے پہلے تم اس پر ایمان لے آئے بے شک یہ تمہارا بڑا (استاد)ہے جس نے تمہیں جادو سکھایا ہے تمہیں (اس کا نتیجہ)جلد ہی پتا چل جائے گا میں ضرور تمہارے ہاتھ اور پاؤں مخالف سمتوں سے کٹوا دوں گا اور ضرور تم سب کو سولی دے دوں گا۔	(Fir‘aun) said, ‘You have believed in him before getting permission from me. Without doubt, he is your chief (teacher) who has taught you magic. Soon you will get to know (its outcome). I will certainly have your hands and feet cut off on opposite sides and will certainly crucify you all.’
026:050	انہوں نے کہا کوئی حرج نہیں بے شک ہم پروردگار کی طرف لوٹ کر جانے والے ہیں۔	They said, ‘No harm! Without doubt, we are to return to our Rabb.
026:051	یقیناً ہم امید رکھتے ہے کہ ہمارا پروردگار ہماری خطائیں معاف فرمائے گا کہ ہم (اس موقع پر)سب سے پہلے ایمان لانے والے ہیں۔	Indeed, we hope that our Rabb will forgive us our faults, for we are the first ones to believe (on this occasion).’
